business_id,industry,region,month,monthly_revenue,cash_outflow,burn_rate,churn_rate,lead_time_days,headcount,cash_flow_flag,churn_flag,lead_time_flag,risk_score
SMB-00007,Professional Services,Northeast,2023-02,63801.08,73047.51,0.1449,0.1293,34.6,6,1,0,1,22.67
SMB-00007,Professional Services,Northeast,2023-03,71557.56,66858.61,-0.0657,0.0355,18.3,6,0,0,0,3.89
SMB-00007,Professional Services,Northeast,2023-04,78177,75954.44,-0.0284,0.107,27.1,6,0,0,0,10.82
SMB-00007,Professional Services,Northeast,2023-05,80049.53,86026.22,0.0747,0.062,33.7,5,0,0,1,16.83
SMB-00007,Professional Services,Northeast,2023-06,79776.18,72529.52,-0.0908,0.0562,26.9,5,0,0,0,6.11
SMB-00007,Professional Services,Northeast,2023-07,75582.55,85904.31,0.1366,0.0947,44.7,5,1,0,1,24.56
SMB-00007,Professional Services,Northeast,2023-08,91725.59,92875.94,0.0125,0.0502,34.8,6,0,0,1,13.74
SMB-00007,Professional Services,Northeast,2023-11,86038.69,94463.58,0.0979,0.0569,7.1,6,0,0,0,8.97
SMB-00007,Professional Services,Northeast,2023-12,99943.74,101957.51,0.0201,0.0332,44,6,0,0,1,16.66
SMB-00007,Professional Services,Northeast,2024-01,80889.87,69551.65,-0.1402,0.0343,12.8,6,0,0,0,0
SMB-00007,Professional Services,Northeast,2024-02,78406.57,79151.32,0.0095,0.0832,12.5,6,0,0,0,7.15
SMB-00007,Professional Services,Northeast,2024-03,73504.2,77998.82,0.0611,0.1231,27.5,5,0,0,0,15.93
SMB-00007,Professional Services,Northeast,2024-04,74719.02,62754.61,-0.1601,0.045,34,6,0,0,1,4.69
SMB-00007,Professional Services,Northeast,2024-05,87627.93,95619.27,0.0912,0.0614,33.3,5,0,0,1,17.5
SMB-00007,Professional Services,Northeast,2024-06,77858.07,84468.74,0.0849,0.1493,31.7,5,0,0,1,19.27
SMB-00007,Professional Services,Northeast,2024-07,75904.19,67809.19,-0.1066,0.0258,25.4,6,0,0,0,3.9
SMB-00007,Professional Services,Northeast,2024-08,82305.37,76934.87,-0.0653,0.1216,11.6,5,0,0,0,4.26
SMB-00007,Professional Services,Northeast,2024-09,88920.78,67833.46,-0.2371,0.0738,5.4,6,0,0,0,0
SMB-00007,Professional Services,Northeast,2024-10,80361.68,84755.68,0.0547,0.0409,34,6,0,0,1,15.3
SMB-00007,Professional Services,Northeast,2024-11,94228.15,81519.26,-0.1349,0.1088,13.9,7,0,0,0,1.16
SMB-00007,Professional Services,Northeast,2024-12,113365.33,115035.07,0.0147,0.1261,11.4,6,0,0,0,8.33
SMB-00008,Food & Beverage,West,2023-01,49421.97,42193.41,-0.1463,0.0514,10.6,3,0,0,0,0
SMB-00008,Food & Beverage,West,2023-02,42876.75,42570.86,-0.0071,0.1216,16.4,3,0,0,0,8.77
SMB-00008,Food & Beverage,West,2023-03,44472.08,44505.7,0.0008,0.0564,34,3,0,0,1,13.06
SMB-00008,Food & Beverage,West,2023-04,46686.07,49069.66,0.0511,0.0618,25.1,4,0,0,0,12.77
SMB-00008,Food & Beverage,West,2023-05,45461.83,42034.16,-0.0754,0.0838,36.8,3,0,0,1,11
SMB-00008,Food & Beverage,West,2023-06,55031.61,46646.46,-0.1524,0.0406,5.7,3,0,0,0,0
SMB-00008,Food & Beverage,West,2023-07,45563.72,37714.09,-0.1723,0.1209,9.5,4,0,0,0,0
SMB-00008,Food & Beverage,West,2023-08,49858.6,38052.9,-0.2368,0.1021,6.2,3,0,0,0,0
SMB-00008,Food & Beverage,West,2023-09,51053.85,49665.79,-0.0272,0.0198,44.2,3,0,0,1,13.98
SMB-00008,Food & Beverage,West,2023-10,52034.23,59137.53,0.1365,0.1288,18.1,4,1,0,0,16.73
SMB-00008,Food & Beverage,West,2023-11,51725.12,55498.28,0.0729,0.1204,25,3,0,0,0,15.59
SMB-00008,Food & Beverage,West,2023-12,51291.32,47365.13,-0.0765,0.0802,5,4,0,0,0,0.26
SMB-00008,Food & Beverage,West,2024-01,37373.14,34925,-0.0655,0.0452,15.5,3,0,0,0,3.24
SMB-00008,Food & Beverage,West,2024-02,38394.21,38158.25,-0.0061,0.0177,43.7,3,0,0,1,14.8
SMB-00008,Food & Beverage,West,2024-03,39925.77,41187.4,0.0316,0.0454,12,3,0,0,0,6.96
SMB-00008,Food & Beverage,West,2024-04,45449.28,45338.4,-0.0024,0.0757,30.4,3,0,0,1,12.27
SMB-00008,Food & Beverage,West,2024-05,46255.02,42499.96,-0.0812,0.0658,33.3,3,0,0,1,9.01
SMB-00008,Food & Beverage,West,2024-06,46624.46,40445.77,-0.1325,0.0777,35.5,3,0,0,1,7.52
SMB-00008,Food & Beverage,West,2024-07,47300.2,35688.28,-0.2455,0.0816,8.1,3,0,0,0,0
SMB-00008,Food & Beverage,West,2024-08,46346.75,50630.6,0.0924,0.062,30.7,3,0,0,1,16.72
SMB-00008,Food & Beverage,West,2024-09,46878.47,45057.34,-0.0388,0.0768,31,2,0,0,1,10.68
SMB-00008,Food & Beverage,West,2024-10,43143.46,33439.35,-0.2249,0.0682,22.6,3,0,0,0,0
SMB-00008,Food & Beverage,West,2024-11,51429.62,44199.27,-0.1406,0.0529,12.3,3,0,0,0,0
SMB-00008,Food & Beverage,West,2024-12,57839.97,49018.14,-0.1525,0.0578,36.6,3,0,0,1,6.3
SMB-00009,Retail,Southwest,2023-01,111410.27,121371.03,0.0894,0.119,43.3,7,0,0,1,22.46
SMB-00009,Retail,Southwest,2023-02,105391.26,98812.27,-0.0624,0.0802,33.1,9,0,0,1,10.3
SMB-00009,Retail,Southwest,2023-03,112289.27,127369.55,0.1343,0.1759,25.4,8,1,1,0,20.46
SMB-00009,Retail,Southwest,2023-04,103854.08,110741.35,0.0663,0.1086,36.7,10,0,0,1,18.81
SMB-00009,Retail,Southwest,2023-05,133879.93,109017.47,-0.1857,0.1227,4.6,8,0,0,0,0
SMB-00009,Retail,Southwest,2023-06,134858.41,151932.64,0.1266,0.1593,44.2,8,1,1,1,25.85
SMB-00009,Retail,Southwest,2023-07,126134.02,133658.28,0.0597,0.1385,42.5,9,0,0,1,21.29
SMB-00009,Retail,Southwest,2023-08,118858.03,125589.14,0.0566,0.1031,4.8,9,0,0,0,7.54
SMB-00009,Retail,Southwest,2023-09,141779.89,129308.55,-0.088,0.1292,16.8,8,0,0,0,5.07
SMB-00009,Retail,Southwest,2023-10,127477.16,132446.63,0.039,0.0822,4,9,0,0,0,5.76
SMB-00009,Retail,Southwest,2023-11,165107.34,164634.62,-0.0029,0.0731,20.5,8,0,0,0,8.89
SMB-00009,Retail,Southwest,2023-12,166326.29,174847.53,0.0512,0.0612,22,10,0,0,0,11.74
SMB-00009,Retail,Southwest,2024-01,132564.26,138396.53,0.044,0.068,30.9,9,0,0,1,14.55
SMB-00009,Retail,Southwest,2024-02,110575.11,124712.78,0.1279,0.0854,41.1,9,1,0,1,22.65
SMB-00009,Retail,Southwest,2024-03,139352.1,131546.91,-0.056,0.1141,25.2,10,0,0,0,9.01
SMB-00009,Retail,Southwest,2024-04,122428.94,125839.46,0.0279,0.1288,44.7,9,0,0,1,20.17
SMB-00009,Retail,Southwest,2024-05,132185.91,112287.58,-0.1505,0.0497,43.3,9,0,0,1,8.4
SMB-00009,Retail,Southwest,2024-06,137798.58,150075.63,0.0891,0.1159,30.4,9,0,0,1,18.05
SMB-00009,Retail,Southwest,2024-07,155620.99,177026.29,0.1375,0.1345,,10,1,0,1,24.46
SMB-00009,Retail,Southwest,2024-08,165862.6,131120.42,-0.2095,0.0821,37.5,8,0,0,1,4.49
SMB-00009,Retail,Southwest,2024-09,154685.48,123437.53,-0.202,0.0413,44.5,9,0,0,1,5.98
SMB-00009,Retail,Southwest,2024-10,158344.44,133202.25,-0.1588,0.0197,29.8,10,0,0,0,2.6
SMB-00009,Retail,Southwest,2024-11,175276.56,174035.78,-0.0071,0.0815,9.5,9,0,0,0,5.26
SMB-00009,Retail,Southwest,2024-12,189570.95,173276.85,-0.086,0.0537,10.5,9,0,0,0,0.82
SMB-00010,Food & Beverage,Southwest,2023-01,23840.6,19113.87,-0.1983,0.1132,28.7,2,0,0,0,3.07
SMB-00010,Food & Beverage,Southwest,2023-02,27756.56,22042.58,-0.2059,0.0147,44.8,1,0,0,1,5.08
SMB-00010,Food & Beverage,Southwest,2023-03,34574.74,27107.58,-0.216,0.096,14.5,2,0,0,0,0
SMB-00010,Food & Beverage,Southwest,2023-04,32716.98,34823.15,0.0644,0.1285,17.8,1,0,0,0,13
SMB-00010,Food & Beverage,Southwest,2023-05,37590.04,42980.92,0.1434,0.1418,18,2,1,0,0,17.42
SMB-00010,Food & Beverage,Southwest,2023-06,31432.3,30997.88,-0.0138,0.0762,8.3,2,0,0,0,4.36
SMB-00010,Food & Beverage,Southwest,2023-07,32807.89,37626.49,0.1469,0.1132,39,1,1,0,1,23.73
SMB-00010,Food & Beverage,Southwest,2023-08,31719.73,35636.5,0.1235,0.1283,16.4,2,1,0,0,15.5
SMB-00010,Food & Beverage,Southwest,2023-09,31520.24,26867.04,-0.1476,0.0316,29.9,2,0,0,0,3.54
SMB-00010,Food & Beverage,Southwest,2023-10,34709.59,36208.63,0.0432,0.0435,7.4,2,0,0,0,5.93
SMB-00010,Food & Beverage,Southwest,2023-11,32912.19,27065.75,-0.1776,0.1079,7.8,1,0,0,0,0
SMB-00010,Food & Beverage,Southwest,2023-12,42118.57,41260.24,-0.0204,0.0221,4.2,1,0,0,0,1.04
SMB-00010,Food & Beverage,Southwest,2024-01,29740.26,30320.38,0.0195,0.1186,10.7,1,0,0,0,8.11
SMB-00010,Food & Beverage,Southwest,2024-02,27644.37,21274.17,-0.2304,0.1161,25,2,0,0,0,0.3
SMB-00010,Food & Beverage,Southwest,2024-03,32407.38,32576.11,0.0052,0.053,35.6,2,0,0,1,13.72
SMB-00010,Food & Beverage,Southwest,2024-04,31269.54,31486.9,0.007,0.0746,20.8,2,0,0,0,9.53
SMB-00010,Food & Beverage,Southwest,2024-05,33362.75,25953.89,-0.2221,0.0344,5.3,1,0,0,0,0
SMB-00010,Food & Beverage,Southwest,2024-06,39798.34,43293.19,0.0878,0.0614,32.3,2,0,0,1,16.99
SMB-00010,Food & Beverage,Southwest,2024-07,34792.01,29936.39,-0.1396,0.0804,24.4,2,0,0,0,3.56
SMB-00010,Food & Beverage,Southwest,2024-08,31604.7,32470,0.0274,0.0453,11.6,1,0,0,0,6.59
SMB-00010,Food & Beverage,Southwest,2024-09,34552.61,27978.83,-0.1903,0.0293,29,2,0,0,0,1.02
SMB-00010,Food & Beverage,Southwest,2024-10,32940.13,35874.46,0.0891,0.0811,27.2,1,0,0,0,15.97
SMB-00010,Food & Beverage,Southwest,2024-11,40116.46,43745.5,0.0905,0.0862,25.5,2,0,0,0,15.62
SMB-00010,Food & Beverage,Southwest,2024-12,38167.6,36151.28,-0.0528,0.11,23.4,1,0,0,0,8.47
SMB-00011,Food & Beverage,Midwest,2023-01,25179.27,22526.41,-0.1054,0.0534,27.6,,0,0,0,5.52
SMB-00011,Food & Beverage,Midwest,2023-02,23908.13,19882.9,-0.1684,0.0421,24.7,2,0,0,0,1.08
